1:	S=["Lady", "Grizel", "Baillie", "(\"née\"", "Hume;", "25", "December", "1665", "–", "6", "December", "1746)", "was", "a", "Scottish", "songwriter."]
4067:	S=["Earl", "Alexander", "of", "Tunis", "is", "a", "title", "in", "the", "Peerage of the United Kingdom", ".", "It", "was", "created", "on", "14", "March", "1952", "for", "the", "prominent", "military", "commander", "Field Marshal", "Harold Alexander, 1st Viscount Alexander of Tunis", ".", "He", "had", "already", "been", "created", "Viscount", "Alexander", "of", "Tunis,", "of", "Errigal", "in", "the", "County", "of", "Donegal,", "on", "1", "March", "1946,", "and", "was", "made", "Baron", "Rideau,", "of", "Ottawa", "and", "of", "Castle", "Derg", "in", "the", "County", "of", "Tyrone,", "at", "the", "same", "time", "he", "was", "given", "the", "earldom.", "These", "titles", "are", "also", "in", "the", "Peerage", "of", "the", "United", "Kingdom.", "Alexander", "was", "the", "third", "son", "of", "James Alexander, 4th Earl of Caledon", "."]
	M=[[9, "Peerage of the United Kingdom"], [23, "Field Marshal"], [24, "Harold Alexander, 1st Earl Alexander of Tunis"], [36, "Errigal"], [52, "Ottawa"], [88, "James Alexander, 4th Earl of Caledon"]]
4068:	S=["The", "following", "list", "sets", "down", "the", "name", "of", "each", "member", "of", "the", "Bahá'í Faith", "who", "is", "the", "subject", "of", "a", "Wikipedia", "article.", "For", "another", "index", "of", "individual", "Bahá'ís", "with", "Wikipedia", "articles,", "see", "."]
	M=[[12, "Bahá'í Faith"]]
4069:	S=["New", "York", "Times", "Co.", "v.", "United", "States,", "403 U.S. 713", "(1971),", "was", "a", "landmark", "decision", "by", "the", "United States Supreme Court", "on", "the", "First Amendment", ".", "The", "ruling", "made", "it", "possible", "for", "the", "\"", "New York Times", "\"", "and", "\"", "Washington Post", "\"", "newspapers", "to", "publish", "the", "then-", "classified", "Pentagon Papers", "without", "risk", "of", "government", "censorship", "or", "punishment."]
	M=[[7, "Case citation"], [15, "Supreme Court of the United States"], [18, "First Amendment to the United States Constitution"], [28, "New York Times"], [32, "Washington Post"], [39, "Classified information in the United States"], [40, "Pentagon Papers"]]
4070:	S=["Surabaya", "()", "(formerly", "Dutch", ":", "Soerabaja/Soerabaia", "Javanese", ":", "Suroboyo)", "is", "the", "capital", "of", "Jawa Timur", "(East", "Java),", "located", "on", "northeastern", "Java", "island", "and", "along", "the", "edge", "of", "the", "Madura Strait", "and", "the", "second-largest-city", "in", "Indonesia", ".", "At", "the", "2010", "census,", "the", "city", "had", "a", "population", "over", "2.8", "million", "and", "its", "built-up", "(\"or", "metro\")", "area,", "more", "than", "9", "million", "inhabitants", "made", "of", "several", "cities", "and", "around", "50", "districts", "spreads", "on", "Gresik,", "Sidoarjo,", "Mojokerto", "and", "Pasuruan", "regencies,", "or", "locally", "known", "as", "Gerbang Kertosusila"]
	M=[[3, "Dutch language"], [6, "Javanese language"], [13, "East Java"], [19, "Java"], [27, "Madura Strait"], [30, "List of largest cities and second largest cities by country"], [32, "Indonesia"], [77, "Gerbangkertosusila"]]
4071:	S=["In", "Tolkien's legendarium", ",", "the", "House", "of", "Bëor", "(pronounced", ")", "were", "the", "family", "of", "Men", "who", "ruled", "over", "the", "eldest", "of", "the", "Three Houses of the Edain", "that", "had", "allied", "with", "the", "Elves", "in", "the", "First Age", "."]
	M=[[1, "Tolkien's legendarium"], [13, "Man (Middle-earth)"], [21, "Edain"], [27, "Elf (Middle-earth)"], [30, "First Age"]]
4072:	S=["The", "Green", "Hornet", "is", "a", "fictional", "character,", "a", "masked", "crime-fighter,", "created", "by", "George W. Trendle", "and", "Fran Striker", ",", "with", "input", "from", "radio", "director", "James Jewell", ",", "in", "1936.", "Since", "his", "radio", "debut", "in", "the", "1930s,", "the", "Green", "Hornet", "has", "appeared", "in", "numerous", "serialized", "dramas", "in", "a", "wide", "variety", "of", "media.", "The", "character", "appeared", "in", "film serials", "in", "the", "1940s,", "a", "network television program", "in", "the", "1960s,", "multiple", "comic", "book", "series", "from", "the", "1940s", "on,", "and", "a feature film in January 2011", ".", "The", "franchise", "is", "currently", "owned", "by", "Green", "Hornet,", "Inc.,", "who", "license", "the", "property", "across", "a", "wide", "variety", "of", "media", "that", "includes", "comics,", "films,", "TV", "shows,", "radio", "and", "books.", "The", "comic", "book", "rights", "are", "currently", "licensed", "out", "to", "DC Comics", "and", "Dynamite Entertainment", "."]
	M=[[12, "George W. Trendle"], [14, "Fran Striker"], [21, "James Jewell"], [51, "Serial film"], [56, "The Green Hornet (TV series)"], [69, "The Green Hornet (2011 film)"], [108, "DC Comics"], [110, "Dynamite Entertainment"]]
4073:	S=["William", "Nicholas", "\"Bill\"", "Vander", "Zalm", "(born", "May", "29,", "1934)", "is", "a", "politician", "and", "entrepreneur", "in", "British Columbia", ",", "Canada", ".", "He", "was", "the", "28th", "Premier of British Columbia", "from", "1986", "to", "1991."]
	M=[[15, "British Columbia"], [17, "Canada"], [22, "List of Premiers of British Columbia"], [23, "Premier of British Columbia"]]
4074:	S=["Rita", "Margaret", "Johnston", "(born", "April", "22,", "1935;", "née", "Leichert)", "is", "a", "Canadian", "politician", "in", "British Columbia", ".", "Johnston", "became", "the", "first", "female premier", "in", "Canadian", "history", "when", "she", "succeeded", "Bill Vander Zalm", "in", "1991", "to", "become", "the", "29th", "Premier of British Columbia", "."]
	M=[[11, "Canada"], [12, "Politics of Canada"], [14, "British Columbia"], [20, "List of female premiers in Canada"], [27, "Bill Vander Zalm"], [33, "List of Premiers of British Columbia"], [34, "Premier of British Columbia"]]
4075:	S=["Ralph", "Phillip", "Klein,", "(November", "1,", "1942", "March", "29,", "2013)", "was", "a", "Canadian", "politician", "who", "served", "as", "the", "12th", "Premier of Alberta", "and", "leader", "of", "the", "Progressive Conservative Association of Alberta", "from", "1992", "until", "his", "retirement", "in", "2006.", "Klein's", "tenure", "as", "premier", "ended", "when", "the", "Alberta", "Progressive", "Conservatives'", "new", "leader,", "Ed Stelmach", ",", "assumed", "office", "December", "14,", "2006,", "exactly", "fourteen", "years", "after", "Klein", "first", "became", "Premier.", "His", "nickname", "was", "\"King", "Ralph\",", "a", "reference", "to", "his", "political", "longevity", "and", "his", "management", "style.", "Klein", "continued", "the", "PC", "dynasty,", "winning", "four", "consecutive", "majority", "governments."]
	M=[[17, "List of premiers of Alberta"], [18, "Premier of Alberta"], [23, "Progressive Conservative Association of Alberta"], [43, "Ed Stelmach"]]
4076:	S=["Agnetha", "Åse", "Fältskog", "(,", "born", "5", "April", "1950)", "is", "a", "Swedish", "recording", "artist.", "She", "achieved", "success", "in", "Sweden", "after", "the", "release", "of", "her", "debut", "album", "\"", "Agnetha Fältskog", "\"", "in", "1968,", "and", "reached", "international", "stardom", "as", "a", "member", "of", "the", "pop", "group", "ABBA", ",", "which", "has", "sold", "over", "380", "million", "albums", "and", "singles", "worldwide,", "making", "them", "one", "of", "the", "best-selling music artists in history", "."]
	M=[[10, "Swedes"], [26, "Agnetha Fältskog (album)"], [39, "Pop music"], [41, "ABBA"], [58, "List of best-selling music artists"]]
4077:	S=["Schaumburg-Lippe", "was", "created", "as", "a", "county", "in", "1647,", "became", "a", "principality", "in", "1807,", "a", "free", "state", "in", "1918,", "and", "was", "until", "1946", "a", "small", "state", "in", "Germany", ",", "located", "in", "the", "present", "day", "state", "of", "Lower Saxony", ",", "with", "its", "capital", "at", "Bückeburg", "."]
	M=[[26, "Germany"], [35, "Lower Saxony"], [41, "Bückeburg"]]
4078:	S=["Waldeck", "(later", "Waldeck", "and", "Pyrmont)", "was", "a", "sovereign", "principality", "in", "the", "German Empire", "and", "German Confederation", "and,", "until", "1929,", "a", "constituent", "state", "of", "the", "Weimar Republic", ".", "It", "comprised", "territories", "in", "present-day", "Hesse", "and", "Lower Saxony", ",", "(", "Germany", ").", "On", "the", "map,", "the", "tiny", "northern", "red", "dot", "of", "land", "is", "Pyrmont", "and", "the", "southern", "lands", "in", "red", "are", "Waldeck."]
	M=[[11, "German Empire"], [13, "German Confederation"], [22, "Weimar Republic"], [29, "Hesse"], [31, "Lower Saxony"], [34, "Germany"]]
4079:	S=["The", "Commonwealth", "Secretariat", "is", "the", "main", "intergovernmental", "agency", "and", "central", "institution", "of", "the", "Commonwealth of Nations", ".", "It", "is", "responsible", "for", "facilitating", "co-operation", "between", "members;", "organising", "meetings,", "including", "the", "Commonwealth Heads of Government Meeting", "s", "(CHOGM);", "assisting", "and", "advising", "on", "policy", "development;", "and", "providing", "assistance", "to", "countries", "in", "implementing", "the", "decisions", "and", "policies", "of", "the", "Commonwealth."]
	M=[[13, "Commonwealth of Nations"], [27, "Commonwealth Heads of Government Meeting"]]
4080:	S=["Richard", "Alpert", "(born", "April", "11,", "1947)", "is", "an", "American", "sculptor,", "abstract", "filmmaker,", "and", "performance", "artist.", "He", "is", "also", "known", "for", "his", "work", "in", "\"Generating", "Art\"", "and", "received", "a", "National Endowment for the Arts", "Fellowship", "Grant", "in", "Sculpture", "in", "1979.", "In", "1986", "he", "was", "nearly", "killed", "in", "a", "fire", "that", "destroyed", "his", "studio", "and", "much", "of", "his", "artwork."]
	M=[[28, "National Endowment for the Arts"]]
4081:	S=["Lucius", "Cary,", "2nd", "Viscount", "Falkland", "(c.", "1610", "–", "20", "September", "1643)", "was", "an", "English", "author", "and", "politician", "who", "sat", "in", "the", "House of Commons", "from", "1640", "to", "1642.", "He", "fought", "on", "the", "Royalist", "side", "in", "the", "English Civil War", "and", "was", "killed", "in", "action", "at", "the", "First Battle of Newbury", "."]
	M=[[13, "England"], [21, "House of Commons of England"], [30, "Cavaliers"], [34, "English Civil War"], [42, "First Battle of Newbury"]]
4082:	S=["Saint-Domingue", "()", "was", "a", "French colony", "on", "the", "Caribbean", "island", "of", "Hispaniola", "from", "1659", "to", "1804.", "The", "French", "had", "established", "themselves", "on", "the", "western", "portion", "of", "the", "islands", "of", "Hispaniola", "and", "Tortuga", "by", "1659.", "In", "the", "Treaty of Ryswick", "of", "1697,", "Spain", "formally", "recognized", "French", "control", "of", "Tortuga", "island", "and", "the", "western", "third", "of", "the", "island", "of", "Hispaniola."]
	M=[[4, "French colonization of the Americas"], [10, "Hispaniola"], [30, "Tortuga (Haiti)"], [35, "Treaty of Ryswick"]]
4083:	S=["\"1984\"", "is", "an", "American", "television", "commercial", "which", "introduced", "the", "Apple Macintosh", "personal", "computer.", "It", "was", "conceived", "by", "Steve Hayden", ",", "Brent", "Thomas", "and", "Lee Clow", "at", "Chiat\\Day", ",", "produced", "by", "New", "York", "production", "company", "Fairbanks", "Films,", "and", "directed", "by", "Ridley Scott", ".", "English", "athlete", "Anya Major", "performed", "as", "the", "unnamed", "heroine", "and", "David Graham", "as", "Big Brother", ".", "It", "was", "aired", "only", "twice", "on", "American", "television,", "first", "in", "10", "local", "outlets,", "including", "Twin Falls, Idaho", ",", "where", "Chiat\\Day", "ran", "the", "ad", "on", "December", "31,", "1983,", "at", "the", "last", "possible", "break", "before", "midnight", "on", "KMVT", ",", "so", "that", "the", "advertisement", "qualified", "for", "1983", "advertising", "awards.", "Its", "second", "televised", "airing,", "and", "only", "national", "airing,", "was", "on", "January", "22,", "1984,", "during", "a", "break", "in", "the", "third", "quarter", "of", "the", "telecast", "of", "Super Bowl XVIII", "by", "CBS", "."]
	M=[[9, "Apple Macintosh"], [16, "Steve Hayden (copywriter)"], [21, "Lee Clow"], [23, "TBWA\\Chiat\\Day"], [36, "Ridley Scott"], [40, "Anya Major"], [47, "David Graham (actor)"], [49, "Big Brother (Nineteen Eighty-Four)"], [65, "Twin Falls, Idaho"], [84, "KMVT"], [119, "Super Bowl XVIII"], [121, "CBS"]]
4084:	S=["Baiotomeus", "is", "a", "genus", "of", "mammals", "from", "the", "extinct", "order", "of", "Multituberculata", ".", "It", "is", "known", "from", "the", "Paleocene", "of", "North America", "."]
	M=[[11, "Multituberculata"], [18, "Paleocene"], [20, "North America"]]
4085:	S=["Charles", "Victoire", "Emmanuel", "Leclerc", "(17", "March", "1772,", "Pontoise", "–", "2", "November", "1802)", "was", "a", "French", "Army", "general", "who", "served", "under", "Napoleon Bonaparte", "during", "the", "French Revolution", "He", "was", "husband", "to", "Pauline Bonaparte", ",", "sister", "to", "Napoleon.", "He", "was", "sent", "to", "Saint-Domingue", "(present-day", "Republic of Haiti", ")", "where", "an", "expeditionary", "force", "under", "his", "command", "attempted", "to", "reassert", "control", "over", "a", "slave", "rebellion,", "eventually", "capturing", "and", "deporting", "Toussaint L'Ouverture", "."]
	M=[[7, "Pontoise"], [20, "Napoleon I of France"], [23, "French Revolution"], [28, "Pauline Bonaparte"], [37, "Saint-Domingue"], [39, "Republic of Haiti"], [60, "Toussaint L'Ouverture"]]
4086:	S=["Henry Ford", "(1863–1947)", "was", "an", "American", "industrialist,", "the", "founder", "of", "the", "Ford", "Motor", "Company."]
	M=[[0, "Henry Ford"]]
4087:	S=["Jiří", "Mucha", "(March", "12,", "1915", "in", "Prague", "–", "April", "5,", "1991", "in", "Prague)", "was", "a", "Czech", "journalist,", "writer,", "screenwriter,", "author", "of", "autobiographical", "novels", "and", "studies", "of", "the", "works", "of", "his", "father,", "the", "Art Nouveau", "painter", "Alphonse Mucha", "."]
	M=[[6, "Prague"], [15, "Czech language"], [32, "Art Nouveau"], [34, "Alphonse Mucha"]]
4088:	S=["Philip", "Konrad", "Marheineke", "(May", "1,", "1780,", "Hildesheim", "–", "May", "31,", "1846,", "Berlin", "),", "was", "a", "German", "Protestant", "church", "leader", "within", "the", "Evangelical Church in Prussia", "."]
	M=[[6, "Hildesheim"], [11, "Berlin"], [15, "Germany"], [16, "Protestant"], [21, "Evangelical Church in Prussia"]]
4089:	S=["Charles", "Forbes", "René", "de", "Montalembert", "(15", "April", "1810,", "London", "–", "13", "March", "1870,", "Paris", ")", "was", "a", "French", "publicist,", "historian", "and", "Count", "of", "Montalembert, Deux-Sèvres", "."]
	M=[[8, "London"], [13, "Paris"], [21, "Count"], [23, "Montalembert, Deux-Sèvres"]]
4090:	S=["Henry", "Edward", "Manning", "(15", "July", "1808", "–", "14", "January", "1892)", "was", "an", "English", "Roman Catholic", "Archbishop of Westminster", "and", "a", "cardinal", "."]
	M=[[13, "Roman Catholic"], [14, "Archbishop of Westminster"], [17, "Cardinal (Catholicism)"]]
4091:	S=["Nicholas", "Wiseman", "(2", "August", "1802", "–", "15", "February", "1865)", "was", "a", "Cardinal", "of", "the", "Roman", "Catholic", "Church", "who", "became", "the", "first", "Archbishop of Westminster", "upon", "the", "re-establishment of the Catholic hierarchy", "in", "England and Wales", "in", "1850."]
	M=[[11, "Cardinal (Catholicism)"], [21, "Archbishop of Westminster"], [24, "Universalis Ecclesiae"], [26, "Catholic Church in England and Wales"]]
4092:	S=["Thomas", "Burgess", "(18", "November", "1756", "–", "19", "February", "1837)", "was", "an", "English", "author,", "philosopher,", "Bishop of Saint David's", "and", "Bishop of Salisbury", "."]
	M=[[14, "Bishop of Saint David's"], [16, "Bishop of Salisbury"]]
4093:	S=["Babyteeth", "was", "the", "first", "(mini-)album", "by", "the", "Northern", "Irish", "band", "Therapy?", ",", "released", "on", "15", "July", "1991", "on", "Wiiija Records", ".", "Tracks", "1", "and", "3", "were", "recorded", "in", "January", "1990,", "with", "the", "remaining", "tracks", "recorded", "later", "that", "year,", "all", "at", "Homestead", "Studio", "in", "Randalstown", ",", "Northern", "Ireland.", "The", "album", "reached", "number", "1", "in", "both", "the", "UK", "and", "Irish", "Indie", "Charts."]
